User ID,Top 1 Destination,Top 2 Destination,Top 3 Destination,Top 4 Destination,Top 5 Destination
3279,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3280,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3281,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3282,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3283,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3284,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3285,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3286,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3287,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3288,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3289,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3290,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Aanda Ella Fall
3291,Aanda Ella Fall,riapla Mask Museum,Batticaloa Gate |,- Parewi Duwa Temple,Ahungalla
3292,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3293,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3294,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3295,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3296,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3297,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3298,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3299,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3300,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3301,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3302,Aanda Ella Fall,Council Chamber,Elephant Point Beach,riapla Mask Museum,Ambalangoda
3303,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3304,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3305,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3306,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3307,Aanda Ella Fall,riapla Mask Museum,Batticaloa Gate |,- Parewi Duwa Temple,Ahungalla
3308,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Boat Trip Kalpitiya | Dolphin Watching
3309,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3310,- Parewi Duwa Temple,Boat Trip Kalpitiya | Dolphin Watching,Blue moon camping,riapla Mask Museum,Bentota Ganga
3311,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3312,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3313,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3314,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3315,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3316,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3317,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3318,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3319,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Ahungalla
3320,Aanda Ella Fall,riapla Mask Museum,Batticaloa Gate |,Ahungalla,- Parewi Duwa Temple
3321,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3322,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3323,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3324,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3325,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3326,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3327,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3328,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3329,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3330,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3331,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3332,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3333,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3334,Ambalangoda,Ambuluwawa Biodiversity Complex,Elephant Point Beach,Council Chamber,Dimbulana hills Spot
3335,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3336,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3337,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3338,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3339,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3340,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3341,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3342,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3343,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3344,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3345,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3346,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3347,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3348,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3349,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3350,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3351,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3352,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3353,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3354,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3355,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3356,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3357,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3358,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3359,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3360,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3361,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3362,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3363,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3364,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3365,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3366,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3367,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3368,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3369,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3370,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3371,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3372,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3373,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3374,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3375,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3376,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3377,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3378,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3379,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3380,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3381,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3382,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3383,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3384,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3385,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3386,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3387,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3388,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3389,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3390,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3391,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3392,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3393,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3394,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3395,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3396,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3397,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3398,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3399,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3400,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3401,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3402,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3403,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3404,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3405,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3406,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3407,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3408,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3409,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3410,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3411,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3412,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3413,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Aanda Ella Fall
3414,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3415,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3416,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3417,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3418,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3419,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3420,Aanda Ella Fall,Elephant Point Beach,Ambalangoda,Council Chamber,"All Saints' Church, Galle - Church of Ceylon"
3421,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3422,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3423,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3424,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3425,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3426,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3427,Ambalangoda,Ambuluwawa Biodiversity Complex,Elephant Point Beach,Council Chamber,Dimbulana hills Spot
3428,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3429,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3430,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3431,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Aanda Ella Fall
3432,Aanda Ella Fall,- Parewi Duwa Temple,riapla Mask Museum,Batticaloa Gate |,Ahungalla
3433,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3434,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3435,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3436,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3437,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3438,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3439,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3440,Aanda Ella Fall,Council Chamber,Elephant Point Beach,Ambalangoda,riapla Mask Museum
3441,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3442,Elephant Point Beach,Ambalangoda,Council Chamber,Aanda Ella Fall,"All Saints' Church, Galle - Church of Ceylon"
3443,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3444,- Parewi Duwa Temple,Aanda Ella Fall,riapla Mask Museum,Boat Trip Kalpitiya | Dolphin Watching,Blue moon camping
3445,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3446,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3447,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3448,Aanda Ella Fall,riapla Mask Museum,- Parewi Duwa Temple,Batticaloa Gate |,Ahungalla
3449,Ambalangoda,Elephant Point Beach,Council Chamber,Dimbulana hills Spot,Ambuluwawa Biodiversity Complex
3450,Ambalangoda,Elephant Point Beach,Ambuluwawa Biodiversity Complex,Council Chamber,Dimbulana hills Spot
3451,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3452,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3453,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3454,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3455,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3456,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3457,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3458,Ambalangoda,Elephant Point Beach,Ambuluwawa Biodiversity Complex,Council Chamber,Dimbulana hills Spot
3459,Ambalangoda,Elephant Point Beach,Ambuluwawa Biodiversity Complex,Council Chamber,Dimbulana hills Spot
3460,Ambalangoda,Elephant Point Beach,Council Chamber,Aanda Ella Fall,Dimbulana hills Spot
3461,Aanda Ella Fall,Elephant Point Beach,Council Chamber,Ambalangoda,"All Saints' Church, Galle - Church of Ceylon"
3462,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
3463,Ambalangoda,Elephant Point Beach,Council Chamber,Ambuluwawa Biodiversity Complex,Dimbulana hills Spot
